"b_OTU_1045" "b_OTU_109" "b_OTU_1093" "b_OTU_11" "b_OTU_112" "b_OTU_1191" "b_OTU_1200" "b_OTU_123" "b_OTU_13" "b_OTU_1431" "b_OTU_153" "b_OTU_17" "b_OTU_171" "b_OTU_18" "b_OTU_182" "b_OTU_20" "b_OTU_21" "b_OTU_22" "b_OTU_23" "b_OTU_235" "b_OTU_24" "b_OTU_25" "b_OTU_26" "b_OTU_27" "b_OTU_29" "b_OTU_304" "b_OTU_31" "b_OTU_329" "b_OTU_33" "b_OTU_34" "b_OTU_35" "b_OTU_36" "b_OTU_364" "b_OTU_37" "b_OTU_39" "b_OTU_41" "b_OTU_42" "b_OTU_44" "b_OTU_443" "b_OTU_444" "b_OTU_447" "b_OTU_46" "b_OTU_47" "b_OTU_48" "b_OTU_49" "b_OTU_51" "b_OTU_548" "b_OTU_55" "b_OTU_56" "b_OTU_57" "b_OTU_58" "b_OTU_59" "b_OTU_60" "b_OTU_625" "b_OTU_63" "b_OTU_662" "b_OTU_69" "b_OTU_72" "b_OTU_73" "b_OTU_74" "b_OTU_76" "b_OTU_8" "b_OTU_81" "b_OTU_87" "b_OTU_90" "b_OTU_98" "f_OTU_1" "f_OTU_2" "f_OTU_3" "f_OTU_4" "f_OTU_5" "f_OTU_6" "f_OTU_7" "f_OTU_8" "f_OTU_9" "f_OTU_10" "f_OTU_12" "f_OTU_13" "f_OTU_15" "f_OTU_17" "f_OTU_19" "f_OTU_20" "f_OTU_23" "f_OTU_24" "f_OTU_25" "f_OTU_26" "f_OTU_27" "f_OTU_28" "f_OTU_29" "f_OTU_30" "f_OTU_32" "f_OTU_33" "f_OTU_39" "f_OTU_40" "f_OTU_43" "f_OTU_46" "f_OTU_57" "f_OTU_63" "f_OTU_65" "f_OTU_68" "f_OTU_79" "f_OTU_317" "f_OTU_576" "f_OTU_579" "f_OTU_662" "f_OTU_672" "f_OTU_1011" "f_OTU_1085" "f_OTU_1090" "f_OTU_1141" "f_OTU_1278" "f_OTU_1567" "f_OTU_1656" "E_alphitoides"
"A3.04" 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1183 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918
"A3.05" 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 200 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072 2072
"A3.06" 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 11706 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462 2462
"A3.08" 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 321 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150 2150
"A3.09" 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 582 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735 1735
"A3.10" 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 812 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301 1301
"A3.11" 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856 1856
"A3.12" 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 142 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179 2179
"A3.13" 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 197 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039 2039
"A3.14" 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 73 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266 2266
"A3.15" 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 315 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182 2182
"A3.16" 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725 3725
"A3.17" 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 362 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740 1740
"A3.18" 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 344 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466 1466
"A3.19" 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1360 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345 1345
"A3.20" 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 215 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702 1702
"A3.21" 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 330 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918 1918
"A3.22" 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 406 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827 1827
"A3.23" 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 158 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830 2830
"A3.24" 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 98 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925 1925
"A3.25" 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 636 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423 1423
"A3.26" 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 435 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446
"A3.27" 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 165 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084 2084
"A3.28" 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1688 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761 1761
"A3.29" 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844 1844
"A3.30" 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1137 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570 1570
"A3.31" 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 265 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652 1652
"A3.32" 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156 2156
"A3.33" 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 237 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882 1882
"A3.34" 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 712 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579 1579
"A3.35" 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1184 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636 1636
"A3.36" 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053 2053
"A3.37" 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1975 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456 1456
"A3.38" 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1188 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510 1510
"A3.39" 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 322 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921 1921
"A3.40" 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414 2414
